product_id,category,review_cnt,avg_text_len,positive_rate,negative_rate,sentiment_中评_rate,sentiment_好评_rate,sentiment_差评_rate,intent_价格优惠_rate,intent_售后退换_rate,intent_商品反馈_rate,intent_商品咨询_rate,intent_喂养咨询_rate,intent_未知意图_rate,intent_物流发货_rate
1681975,cat_food,8,28.5,0.125,0.0,0.5,0.375,0.125,0.25,0.0,0.0,0.5,0.125,0.0,0.125
1682006,cat_food,28,38.642857142857146,0.21428571428571427,0.35714285714285715,0.35714285714285715,0.25,0.39285714285714285,0.10714285714285714,0.03571428571428571,0.0,0.5,0.14285714285714285,0.0,0.21428571428571427
3197317,dog_food,40,46.225,0.225,0.425,0.325,0.25,0.425,0.175,0.15,0.0,0.375,0.1,0.0,0.2
3197421,dog_food,16,56.5,0.0625,0.6875,0.25,0.0625,0.6875,0.0,0.0625,0.0,0.6875,0.0,0.0,0.25
3197429,dog_food,23,36.608695652173914,0.08695652173913043,0.5652173913043478,0.21739130434782608,0.13043478260869565,0.6521739130434783,0.043478260869565216,0.13043478260869565,0.0,0.6086956521739131,0.17391304347826086,0.0,0.043478260869565216
3409140,cat_food,24,35.25,0.2916666666666667,0.4583333333333333,0.20833333333333334,0.2916666666666667,0.5,0.20833333333333334,0.0,0.0,0.625,0.08333333333333333,0.0,0.08333333333333333
3409144,cat_food,8,22.625,0.0,0.625,0.375,0.0,0.625,0.125,0.0,0.0,0.875,0.0,0.0,0.0
3627132,dog_food,23,58.52173913043478,0.43478260869565216,0.21739130434782608,0.17391304347826086,0.5652173913043478,0.2608695652173913,0.21739130434782608,0.08695652173913043,0.043478260869565216,0.391304347826087,0.13043478260869565,0.0,0.13043478260869565
3627320,dog_food,48,43.333333333333336,0.25,0.4375,0.22916666666666666,0.2916666666666667,0.4791666666666667,0.10416666666666667,0.0625,0.020833333333333332,0.5833333333333334,0.14583333333333334,0.0,0.08333333333333333
4246893,pet_product,21,27.095238095238095,0.23809523809523808,0.38095238095238093,0.3333333333333333,0.2857142857142857,0.38095238095238093,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.6666666666666666,0.0,0.0,0.0
4246911,pet_product,55,23.036363636363635,0.14545454545454545,0.5272727272727272,0.32727272727272727,0.14545454545454545,0.5272727272727272,0.03636363636363636,0.2,0.05454545454545454,0.6181818181818182,0.0,0.0,0.09090909090909091
5088099,cat_food,38,36.71052631578947,0.13157894736842105,0.5263157894736842,0.18421052631578946,0.21052631578947367,0.6052631578947368,0.23684210526315788,0.0,0.0,0.6052631578947368,0.05263157894736842,0.0,0.10526315789473684
5191106,pet_product,45,28.155555555555555,0.2,0.4444444444444444,0.3111111111111111,0.24444444444444444,0.4444444444444444,0.044444444444444446,0.06666666666666667,0.1111111111111111,0.6444444444444445,0.022222222222222223,0.0,0.1111111111111111
5191216,pet_product,35,24.97142857142857,0.2857142857142857,0.2857142857142857,0.4,0.3142857142857143,0.2857142857142857,0.02857142857142857,0.08571428571428572,0.2,0.6285714285714286,0.0,0.0,0.05714285714285714
5475198,cat_food,24,46.125,0.3333333333333333,0.2916666666666667,0.25,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.5833333333333334,0.125,0.0,0.125
11819155538,dog_food,40,82.05,0.8,0.15,0.05,0.8,0.15,0.25,0.025,0.0,0.5,0.05,0.025,0.15
11819155539,dog_food,41,58.51219512195122,0.8292682926829268,0.0975609756097561,0.0975609756097561,0.8292682926829268,0.07317073170731707,0.24390243902439024,0.0,0.024390243902439025,0.5365853658536586,0.04878048780487805,0.024390243902439025,0.12195121951219512
11819155540,dog_food,33,68.15151515151516,0.696969696969697,0.18181818181818182,0.06060606060606061,0.696969696969697,0.24242424242424243,0.15151515151515152,0.0,0.0,0.48484848484848486,0.18181818181818182,0.0,0.18181818181818182
13065559670,cat_food,5,14.4,0.0,0.8,0.4,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.4,0.0
13065559671,cat_food,21,75.19047619047619,0.7142857142857143,0.09523809523809523,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.0,0.38095238095238093,0.09523809523809523,0.047619047619047616,0.3333333333333333
13065559672,cat_food,137,60.08759124087591,0.6861313868613139,0.17518248175182483,0.10948905109489052,0.7299270072992701,0.16058394160583941,0.1897810218978102,0.043795620437956206,0.0072992700729927005,0.4233576642335766,0.0948905109489051,0.029197080291970802,0.2116788321167883
41399717702,cat_food,4,44.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
69673075023,cat_food,137,53.065693430656935,0.4306569343065693,0.40145985401459855,0.16058394160583941,0.45985401459854014,0.3795620437956204,0.19708029197080293,0.029197080291970802,0.0,0.5182481751824818,0.072992700729927,0.051094890510948905,0.13138686131386862
71577466395,dog_food,3,48.666666666666664,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
100000006199,cat_food,13,31.53846153846154,0.07692307692307693,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,0.15384615384615385
100000987566,cat_food,5,49.0,0.4,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2
100001036626,cat_food,7,38.142857142857146,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857
100002187045,dog_food,22,58.5,0.3181818181818182,0.45454545454545453,0.09090909090909091,0.4090909090909091,0.5,0.13636363636363635,0.13636363636363635,0.0,0.5,0.045454545454545456,0.0,0.18181818181818182
100002187047,dog_food,54,57.03703703703704,0.6296296296296297,0.2222222222222222,0.1111111111111111,0.6481481481481481,0.24074074074074073,0.12962962962962962,0.05555555555555555,0.0,0.4444444444444444,0.12962962962962962,0.0,0.24074074074074073
